,job_id,job_title,company,location,senority,posted_time,employment_type,scrape_time,search_query,search_location
0,0,Supply Chain Data Scientist,Focus GTS,"Thousand Oaks, California, United States",,Posted 5 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
1,1,Data Analyst,NBS - Local Government Consultants,"Temecula, California",,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
2,2,Data Scientist,Esri,"Redlands, CA, US",,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
3,3,Data Analyst,TikTok,"Los Angeles, California, United States",Mid-Senior level,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
4,4,Data Analyst,Live Nation Entertainment,"Los Angeles, California, United States",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
5,5,Business/Data Analyst,Modis,"Ontario, California, United States",,Posted 3 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
6,6,Data Analyst,WebMD,"El Segundo, California, United States",Mid-Senior level,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
7,7,Data Analyst,9thWonder Agency,"West Hollywood, California, United States",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
8,8,Data Analyst,"Hill International, Inc.","Pomona, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
9,9,Investment Data Analyst,AssetMark,"Encino, CA, US",Entry level,Posted 2 hours ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
10,10,Data Analyst and Reporting -Culver City,ATMECS Inc,"Culver City, CA, US",Entry level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
11,11,Data Analyst,Credit Union of Southern California,"Anaheim, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
12,12,Global Data Analyst,Dermalogica,"Carson, California",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
13,13,Data Analyst,Swinerton,"Santa Ana, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
14,14,Data Analyst- Top Hedge Fund,Glocomms,Los Angeles Metropolitan Area,Associate,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
15,15,Data Analyst,818,"Glendale, CA, US",Entry level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
16,16,Business Intelligence Data Analyst - Data Visualization,Parker Aerospace,"Irvine, CA, US",,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
17,17,Data Analyst,Honey,"Los Angeles, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
18,18,"Data Scientist, Workforce Analytics",Warner Bros. Entertainment,"Burbank, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
19,19,Data Analyst,APN Consulting Inc.,"Lynwood, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
20,20,Business Data Analyst,Snap Inc.,"Los Angeles, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
21,21,Data Scientist,Kinect,"90405, Santa Monica, California, United States",,Posted 3 weeks ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
22,22,Data Analyst,RCM Technologies,"Rancho Cucamonga, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
23,23,Business Data Analyst,Össur,"92610, Foothill Ranch, California, United States",,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
24,24,Data Analyst,Vaco,"Irvine, CA, US",,Posted 6 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
25,25,Big Data Administrator,JCW,Los Angeles Metropolitan Area,Mid-Senior level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
26,26,Data Scientist,Gene Therapy Startup,"Pasadena, California",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
27,27,Data Scientist,Harnham,Los Angeles Metropolitan Area,Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
28,28,Data Analyst,MiDCOM Group,"Fullerton, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
29,29,MEDIA DATA ANALYST,Bloom Ads Global Media Group,"Woodland Hills, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
30,30,Data Analyst,Cenergy International Services,"Fullerton, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
31,31,Data Analyst - Engineering Success,Twitch,"Irvine, CA, US",,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
32,32,Data Analyst,NCSOFT,"Aliso Viejo, California, United States",,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
33,33,Data Analyst,Verizon,"Rialto, CA, US",Mid-Senior level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
34,34,"Data Analyst, Content",The Athletic,"Los Angeles, CA, US",Entry level,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
35,35,Data Analyst,Robert Half,"Playa Vista, CA, US",Entry level,Posted 8 hours ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
36,36,Data Analyst - Fixed Income Asset Manager,Analytic Recruiting Inc.,"Los Angeles, California, United States",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
37,37,"Application Data Analyst, Quality Assurance",MemorialCare,"Long Beach, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
38,38,Data Analyst,Cenergy,"Irwindale, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
39,39,Data Analyst,NBS,"Temecula, CA, US",Entry level,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
40,40,Data Analyst / Growth Hacker,SureSale,"Santa Monica, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
41,41,Data Scientist,The Aerospace Corporation,"El Segundo, CA, US",,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
42,42,Data Analyst,The Wonderful Company,"Los Angeles, CA, US",,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
43,43,Junior Data Analyst,Tech Air,"Long Beach, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
44,44,Data Analyst,East West Bank,"Pasadena, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
45,45,Lead Data Analyst - Operations Analytics,sweetgreen,"Culver City, California, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
46,46,Business Intelligence Data Analyst,Dun & Bradstreet,"Malibu, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
47,47,Data Scientist,SpaceX,"Hawthorne, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
48,48,Data Analyst,TrueData,"Los Angeles, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
49,49,Excel Data Analyst,Southern California Edison (SCE),"Pomona, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
50,50,"Google Analytics Data Scientist, eCommerce",EVERSANA,"Los Angeles, California, United States",,Posted 2 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
51,51,Healthcare Data Analyst,Evolent Health,"Brea, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
52,52,Senior Data Analyst,PlayQ,"Santa Monica, California",Mid-Senior level,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
53,53,Data Analyst (Extreme),Sony/ATV Music Publishing,"Santa Monica, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
54,54,Data Analyst,"C&L Group, LLC","Culver City, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
55,55,"Data Analyst-Cerritos, CA","Georgia IT, Inc.","Cerritos, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
56,56,Associate Data Analyst,GoDiRECT,"Orange, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
57,57,Data Scientist,Evolvinc,"Burbank, CA, US",Entry level,Posted 7 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
58,58,Associate Data Scientist,Disney Television Animation,"Glendale, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
59,59,DATA ANALYST,Naval Air Systems Command (NAVAIR),"Twentynine Palms, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
60,60,Data Analyst,City National Bank,"Los Angeles, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
61,61,Data Scientist,Cylance Inc.,"Irvine, CA, US",,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
62,62,Data Analyst,Kforce Inc,"Pasadena, CA, US",Associate,Posted 3 days ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
63,63,Junior Data Analyst,Airgas,"Long Beach, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
64,64,Data Analyst III,Pacific Premier Bank,"Irvine, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
65,65,Data Scientist #: 20-03989,"TalentBurst, an Inc 5000 company","Costa Mesa, CA, US",Entry level,Posted 22 hours ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
66,66,Investment Data Analyst,ASSET MARK LTD,"Encino, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
67,67,Data Engineer,Alignment Healthcare,"Orange, California, United States",Mid-Senior level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
68,68,"Senior Data Analyst, Data Insights",Hulu,"Santa Monica, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
69,69,Data Analyst,AppleOne Technical Staffing,"Temecula, California, United States",Mid-Senior level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
70,70,Data Analyst,The Judge Group,"Irvine, CA, US",Entry level,Posted 5 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
71,71,"Data Analyst, Senior - Informatica",City of Hope,"Irwindale, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
72,72,Data Analyst,"Veritone, Inc.","Costa Mesa, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
73,73,"Data Analyst (SAS, statistics, SQL, Healthcare)","Kinetic Personnel Group, Inc","Ontario, California",,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
74,74,Data Analyst -Irvine,"Scadea Solutions, Inc.","Irvine, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
75,75,Data Scientist,Inspire,"Santa Monica, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
76,76,Data Analyst,Nexon OC,"Irvine, CA, US",Mid-Senior level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
77,77,Financial Systems/Data Analyst,Beckman Coulter Diagnostics,"Brea, CA, US",,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
78,78,BI/Data Analyst,Loot Crate,"Los Angeles, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
79,79,Financial Data Analyst,The Forum Group,"Santa Monica, California, United States",Mid-Senior level,Posted 1 week ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
80,80,Data Analyst,Lorven Technologies Inc,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
81,81,Data Analyst - Drug Discovery,Amgen,"Thousand Oaks, CA, US",,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
82,82,"Data Analyst, ISD Business Applications",CHOC Children's,"Orange, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
83,83,Data Scientist -Irvine,Solugenix,"Irvine, CA, US",Entry level,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
84,84,Reporting Data Analyst,Apollo Global Management Inc.,"El Segundo, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
85,85,Data Analyst,HAN IT Staffing,"Pasadena, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
86,86,Data Analyst,Expertise,"Los Angeles, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
87,87,Data Analyst,"iSpace, Inc.","Los Angeles, CA, US",Mid-Senior level,Posted 1 month ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
88,88,Data Analyst(LIBOR),HIGH BRIDGE & CO.,"Santa Monica, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
89,89,Senior Business/Data Analyst,Accurate Background,"Irvine, CA, US",Associate,Posted 7 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
90,90,Data Analyst,"Healthpeak Properties, Inc.","Irvine, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
91,91,Data Analyst (Excel and SQL) -Pasadena,Radiant System,"Pasadena, CA, US",Entry level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
92,92,Data Analyst,Perkins and Will,"Los Angeles, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
93,93,Data Analyst,"KellyMitchell Group, Inc","Irvine, CA, US",Entry level,Posted 10 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
94,94,Data Scientist,BlackLine,"Los Angeles, California, United States",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
95,95,Data scientist,Genuent,"Santa Monica, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
96,96,Data Scientist,"Phoenix Staff, Inc.","Irvine, California, United States",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
97,97,Data Scientist,Ampcus Inc,"Thousand Oaks, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
98,98,Data Scientist,EDO,"Los Angeles, CA, US",Entry level,Posted 6 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
99,99,"Data Analyst, Predictive Analytics",iMatrix,"Los Angeles, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
100,100,Financial Systems/Data Analyst,Beckman Coulter Diagnostics,"Brea, CA, US",,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
101,101,"Content Data Scientist, Apple Media Products Data Science",Apple,"Culver City, CA, US",,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
102,102,Senior Data Analyst,PlayVS,"Santa Monica, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
103,103,Data Analyst,3 Little Birds,"Los Angeles, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
104,104,"Data Analyst, Technology IV",Corestaff Services,"Los Angeles, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
105,105,"Data Analyst, Sr. (Pay for Value)",CalOptima,"Orange, CA, US",,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
106,106,Sr. Product Data Analyst,Mercury Insurance,"Brea, California, United States",,Posted 2 weeks ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
107,107,Sr. Customer Data Analyst (Python),Farmers Insurance,"Woodland Hills, CA, US",,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
108,108,Senior Data Analyst,DISQO,"Glendale, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
109,109,Data Scientist,"New Reach, Inc.","Santa Monica, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
110,110,Data Analyst,Career Movement,"West Hollywood, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
111,111,Data Analyst II,Ultimate Staffing,"Santa Monica, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
112,112,Conversion Rate Optimization & Data Analyst -Los Angeles,Conversion Labs,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
113,113,Data Scientist,TeleSign,"Marina del Rey, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
114,114,Conversion Rate Optimization & Data Analyst,Conversion,"Huntington Beach, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
115,115,Data Scientist,GPS Staffing,"Thousand Oaks, CA, US",Entry level,Posted 3 days ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
116,116,Data Scientist Consultant,Capgemini,"Burbank, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
117,117,Data Analyst,Expertise,"Los Angeles, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
118,118,Senior Business Data Analyst,Tamara Mellon,"Los Angeles, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
119,119,Marketing Data Analyst,"Scale Media, Inc.","Sherman Oaks, CA, US",,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
120,120,Compliance Data Analyst,Ingram Micro,"Irvine, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
121,121,Data Analyst (Core Banking),Powermind Solutions Inc,"Gardena, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
122,122,Data Scientist - HBO Max,WarnerMedia,"Burbank, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
123,123,Senior Data Analyst,St. Joseph Health,"Irvine, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
124,124,Salesforce SQL Data Analyst,Futran Solutions,"Anaheim, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
125,125,Sr. Data Analyst,Skybound Entertainment,"Los Angeles, CA, US",Associate,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
126,126,Game Data Analyst,"Blind Squirrel, LLC","Santa Ana, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
127,127,Data Scientist,ASICSoft,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
128,128,"Data Analyst, Senior",Booz Allen Hamilton,"El Segundo, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
129,129,Data Scientist,Corkyy,"Hawthorne, CA, US",,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
130,130,Data Scientist - Int,TechOne,"Rancho Cucamonga, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
131,131,Salesforce Data Analyst,VBeyond Corporation,"Los Angeles, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
132,132,Data Scientist,"ConsumerTrack, Inc.","El Segundo, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
133,133,Data Scientist,Ipsos in North America,"Culver City, CA, US",,Posted 3 months ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
134,134,Data Scientist,Spectraforce Technologies,"Thousand Oaks, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
135,135,Sr. Digital Data Analyst,INNOCEAN USA,"Huntington Beach, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
136,136,Data Scientist,Starz,"Santa Monica, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
137,137,Business Data Analyst II,Pechanga Resort Casino,"Temecula, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
138,138,Data Analyst,"Center for Autism and Related Disorders, LLC. (CARD)","Woodland Hills, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
139,139,Data Analyst (Python),"Stand Up 8 Fitness, LLC","Universal City, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
140,140,Data Analyst,Staffigo,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
141,141,Data Analyst - Marketing,Scale Media,"Sherman Oaks, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
142,142,Financial Data Analyst,MSO,"Woodland Hills, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
143,143,Data Scientist,Takeda,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
144,144,BI Data Analyst / PowerBI / Data Visualization / Python,Jobspring Partners,"Irvine, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
145,145,Encounter Data Analyst,Lakeside Medical Group,"Northridge, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
146,146,Data Scientist,INHERENT TECHNOLOGIES LTD,"Culver City, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
147,147,Game Data Analyst,The Blind Squirrel,"Santa Ana, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
148,148,Sr. Data Analyst,Molina Healthcare,"Long Beach, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
149,149,Remote Sensing Data Scientist,Nirvana Enterprises LLC,"Industry, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
150,150,Data Scientist II,Amazon,"Culver City, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
151,151,Senior Technical Data Analyst,Intuit,"Woodland Hills, CA, US",Associate,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
152,152,Big Data developer,Perficient,"Los Angeles, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
153,153,Data Scientist,R&D Partners,"Orange, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
154,154,Data Analyst,Healthcare Staffing Professionals Inc.,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
155,155,Salesforce SQL Data Analyst,TekisHub Consulting Services LLC,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
156,156,Data Analyst,The Job Network,"Los Angeles, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
157,157,Principal Data Scientist,Hays,"Burbank, California, United States",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
158,158,Senior Data Analyst,TutorMe,"Los Angeles, California",Associate,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
159,159,Data Scientist,"MCR, LLC","El Segundo, CA, US",Entry level,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
160,160,Lead Data Analyst,Cognizant,"Los Angeles, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
161,161,Data Analyst/Program Coordinator,AHMC HealthCare,"Los Angeles, CA, US",Entry level,Posted 11 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
162,162,Sr. Data Analyst/Data Warehouse Consultant,"IMPEX Technologies, Inc.","El Segundo, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
163,163,"Data Analyst , Document Management Shared Services",Heatlh People Inc.,"Burbank, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
164,164,Sr. Data Analyst,MobilityWare,"Irvine, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
