,job_id,job_title,company,location,senority,posted_time,employment_type,scrape_time,search_query,search_location
574,574,Scientist II,Deloitte,"Los Angeles, CA, US",,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
575,575,Hi-Tech Industry –AI/Data Science/Deep Machine Learning Senior Manager,The Kelly Group,"Torrance, CA, US",,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
576,576,"Data Scientist -Long-Term Contract; Torrance, CA",East Side Clinical Laboratory,"Santa Fe Springs, CA, US",Entry level,Posted 5 days ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
577,577,Specimen Processor - Nights (On Call / PRN) - Santa Fe Springs,First American Title,"Santa Ana, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
578,578,Software Engineer (Data Science),Tinder,"Los Angeles, California",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
579,579,Senior iOS Engineer,Kaiser Permanente,"Moreno Valley, CA, US",,Posted 1 month ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
580,580,Clinical Lab Scientist,Cenergy International Services,"Irwindale, CA, US",Associate,Posted 3 days ago,Part-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
581,581,Data Analyst,City of Hope,"Duarte, CA, US",Entry level,Posted 22 hours ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
582,582,Clinical Laboratory Scientist II - Microbiology,Robert Half,"Playa Vista, CA, US",,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
583,583,Data Analyst,Edwards Lifesciences,"Irvine, CA, US",Entry level,Posted 1 week ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
584,584,"Principal Scientist, Chemistry",CHOC Children's,"Orange, CA, US",,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
585,585,QA Coordinator - Cellular Therapies,Cenergy,"Rosemead, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
586,586,Data Analyst,Sonic Healthcare USA,"Santa Fe Springs, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
587,587,Specimen Processor - Nights (On Call / PRN) - Santa Fe Springs,NASA Jet Propulsion Laboratory,"Pasadena, California, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
588,588,Intensity Mapping of CO,Solugenix,"Orange, CA, US",,Posted 5 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
589,589,Data Scientist -Orange County,Chipotle Mexican Grill,"Newport Beach, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
590,590,Lead Datawarehouse Engineer,"iSpace, Inc.","Torrance, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
591,591,Data Analyst Level II -Torrance,Staffigo,"Anaheim, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
592,592,Junior Data Analyst -Anaheim,The Judge Group,"Long Beach, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
593,593,Data Analyst/Programmer,The Aerospace Corporation,"El Segundo, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
594,594,Data Science -Project Leader,Radiant System,"Universal City, CA, US",,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
595,595,Data Analyst -Universal City,The Job Network,"Irvine, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
596,596,Data Analyst,IEHP,"Rancho Cucamonga, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
597,597,Healthcare Data Analyst I - Finance Analytics,Cylance Inc.,"Irvine, CA, US",Associate,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
598,598,Senior Data Scientist,Amgen,"Thousand Oaks, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
599,599,Safety Data Analyst (SDA) Sr. Associate,CyberCoders,"West Hollywood, CA, US",,Posted 21 hours ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
600,600,"Lead Data Scientist - CNN, Deep Learning - RELOCATION OFFERED!",Esri,"Redlands, CA, US",,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
601,601,Software Developer - Real Time & Big Data,City National Bank,"Los Angeles, CA, US",,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
602,602,Data Analyst II - Real Estate Banking,Cedars-Sinai,"Los Angeles, CA, US",,Posted 4 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
603,603,Clinical Postdoctoral Scientist - Neurology - PI Dr. Tagliati,Jobs Interviewing Now from MJH,"Santa Ana, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
604,604,Biomedical Laboratory Officer,MemorialCare,"Fountain Valley, CA, US",Entry level,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
605,605,"Senior Clinical Lab Scientist, Clinical Lab Svcs - FT/Nights (8hr)",Kite Pharma,"Santa Monica, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
606,606,"Senior Manager, Statistical Programming",Capgemini,"Burbank, CA, US",Mid-Senior level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
607,607,Data Science Senior Manager - Burbank,Bitwise Inc,"Santa Monica, CA, US",,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
608,608,AWS Big Data Engineer,Jobspring Partners,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
609,609,Machine Learning Engineer / Big Data,CyberCoders,"San Bernardino, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
610,610,Big Data Architect,EY,"Los Angeles, CA, US",Mid-Senior level,Posted 7 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
611,611,Tech Consulting Manager - Big Data Engineer,Department Of Navy,"Corona, CA, US",,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
612,612,Computer Scientist,Thermo Fisher Scientific,"West Hills, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
613,613,"Scientist III, Manufacturing Sciences",Caltech,"Pasadena, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
614,614,"Director, Mammalian Genomic Engineering Resource Center","University of California, Riverside","Riverside County, CA, US",Director,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
615,615,Project Director -Riverside County,Deloitte,"Costa Mesa, CA, US",Director,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
616,616,Hi-Tech Industry –AI/Data Science/Deep Machine Learning Senior Manager,VelvetJobs,"Los Angeles, CA, US",,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
617,617,Molecular Genetics Technical Director,Internet Brands,"Los Angeles, CA, US",Mid-Senior level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
618,618,Data Analyst Intern,Amazon,"Santa Monica, CA, US",Internship,Posted 3 weeks ago,Internship,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
619,619,Senior Data Engineer Direct Fulfillment,The Kelly Group,"Torrance, CA, US",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
620,620,"Data Scientist -Long-Term Contract; Torrance, CA -Torrance",Lorven Technologies Inc,"Los Angeles, CA, US",Entry level,Posted 2 months ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
621,621,ETL / Big data ⿿ Production Support,St. Joseph Health,"Fullerton, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
622,622,Clinical Lab Scientist,Cenergy International Services,"Fullerton, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
623,623,Data Analyst,Robert Half,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
624,624,Data Analyst,CyberCoders,"Santa Monica, CA, US",Entry level,Posted 21 hours ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
625,625,"Lead Data Scientist - NLP, Machine Learning",Hulu,"Santa Monica, CA, US",,Posted 3 weeks ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
626,626,Senior Software Developer - Big Data,CyberCoders,"Pasadena, CA, US",,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
627,627,"Senior Data Scientist - SQL, Predictive Modeling, Data Analysis",Cenergy,"Irwindale, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
628,628,Data Analyst,MyJobHelper.com,"Los Angeles, CA, US",Entry level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
629,629,Biomedical Laboratory Officer,"iSpace, Inc.","Los Angeles, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
630,630,Data Analyst Level II -Los Angeles County,Staffigo,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
631,631,Junior Data Analyst,IEHP,"Rancho Cucamonga, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
632,632,Healthcare Data Analyst I,The Job Network,"Los Angeles, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
633,633,Data Analyst  -  Investment Firm,The Aerospace Corporation,"El Segundo, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
634,634,Research Scientist/Senior Scientist,The Judge Group,"Long Beach, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
635,635,Technical- Data Analyst/Programmer I,Amgen,"Thousand Oaks, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
636,636,Senior Data Scientist,Harnham,"Los Angeles, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
637,637,BI Data Analyst (Contract) Media Company,Jobs Interviewing Now from MJH,"Irvine, CA, US",Associate,Posted 3 weeks ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
638,638,Biomedical Laboratory Officer,Department Of Navy,"Twentynine Palms, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
639,639,Computer Scientist,Jobspring Partners,"Irvine, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
640,640,Sr. Data Scientist Lead - Python / Tensorflow / Image Processing/ Keras SQL SVR,Esri,"Redlands, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
641,641,Site Reliability Engineer - Real-Time & Big Data,Agoda,"Los Angeles, CA, US",,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
642,642,"Senior Manager, Marketing Analytics (Bangkok Based)",Thermo Fisher Scientific,"West Hills, CA, US",Mid-Senior level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
643,643,"Scientist I, Manufacturing Sciences - West Hill, CA",VelvetJobs,"Costa Mesa, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
644,644,Senior Data Product Manager,Amazon,"Santa Monica, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
645,645,Software Development Engineer - ML / Big Data / Prime,EY,"Los Angeles, CA, US",Mid-Senior level,Posted 7 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
646,646,Tech Consulting Senior Manager - Big Data Architecture,Bitwise Inc,"Santa Monica, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
647,647,Sr Data Engineer/Hadoop/Big Data Engineer with AWS,Cylance Inc.,"Irvine, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
648,648,Data Science Intern - Summer 2020,The Kelly Group,"Torrance, CA, US",Internship,Posted 5 days ago,Internship,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
649,649,"Data Scientist -Long-Term Contract; Torrance, CA -Torrance",City National Bank,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
650,650,EDM Big Data Administrator,Amazon,"Santa Monica, CA, US",,Posted 2 weeks ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
651,651,Software Development Engineer - ML / Big Data / Prime,Cenergy International Services,"Irwindale, CA, US",Mid-Senior level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
652,652,Data Analyst,Cenergy,"Irwindale, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
653,653,Data Analyst,MyJobHelper.com,"Lancaster, CA, US",Entry level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
654,654,Biomedical Laboratory Officer,Robert Half,"Long Beach, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
655,655,Data Scientist,Staffigo,"Anaheim, CA, US",Entry level,Posted 1 week ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
656,656,Data Analyst,"iSpace, Inc.","Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
657,657,Data Analyst -Los Angeles,IEHP,"Rancho Cucamonga, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
658,658,Healthcare Data Analyst II,The Job Network,"Thousand Oaks, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
659,659,Data Analyst  -  Spotfire & Python,City National Bank,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
660,660,Sr. Data Analyst - Audit,Jobs Interviewing Now from MJH,"Anaheim, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
661,661,Biomedical Laboratory Officer,Harnham,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
662,662,Senior Data Analyst (Urgent) $50 to $60/hour,St. Joseph Health,"Laguna Beach, CA, US",Associate,Posted 1 month ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
663,663,Clinical Lab Scientist - Laboratory - LB,The Judge Group,"Azusa, CA, US",Associate,Posted 3 weeks ago,Part-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
664,664,Technical Specialist/Scientist 2,Department Of Navy,"Barstow, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
665,665,Computer Scientist,The Aerospace Corporation,"El Segundo, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
666,666,Surface Science / Contamination Researcher,Amazon,"Glendale, CA, US",,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
667,667,Applied Scientist II - AMZ3410,Amgen,"Thousand Oaks, CA, US",Mid-Senior level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
668,668,Associate Scientist – Process Development (PD) Pre-Pivotal Attribute Sciences,Cenergy International Services,"Irwindale, CA, US",,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
669,669,Data Analyst,The Kelly Group,"Los Angeles, CA, US",Entry level,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
670,670,"Data Scientist -Long-Term Contract; Torrance, CA -Los Angeles County",Jobspring Partners,"Thousand Oaks, CA, US",Entry level,Posted 1 week ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
671,671,Principal Java Engineer and Big Data,Cenergy,"Irwindale, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
672,672,Data Analyst,Esri,"Redlands, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
673,673,SDET Product Engineer-Content Management,MyJobHelper.com,"Oxnard, CA, US",,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
674,674,Biomedical Laboratory Officer,Staffigo,"Santa Monica, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
675,675,Junior Data Analyst -Santa Monica,"iSpace, Inc.","Los Angeles, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
676,676,Data Analyst -Los Angeles,VelvetJobs,"Riverside, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
677,677,Project Director,The Job Network,"Irvine, CA, US",Mid-Senior level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
678,678,Data Scientist,IEHP,"Rancho Cucamonga, CA, US",Entry level,Posted 7 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
679,679,Healthcare Data Analyst II,Robert Half,"Mar Vista, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
680,680,Lead Data Scientist,Jobs Interviewing Now from MJH,"Los Angeles, CA, US",Associate,Posted 3 weeks ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
681,681,Biomedical Laboratory Officer,Harnham,"Irvine, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
682,682,Lead Data Analyst,Department Of Navy,"Port Hueneme, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
683,683,Computer Scientist,Cenergy International Services,"Irwindale, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
684,684,Data Analyst,Cenergy,"Irwindale, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
685,685,Data Analyst,Jobspring Partners,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
686,686,"Software Engineer / React and Redux / Big Data / $130,000",Amgen,"Thousand Oaks, CA, US",Entry level,Posted 1 month ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
687,687,Process Development Senior Associate - Pivotal Drug Substance Technologies (DST),MyJobHelper.com,"Santa Ana, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
688,688,Biomedical Laboratory Officer,Staffigo,"Pasadena, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
689,689,Junior Data Analyst,Esri,"Redlands, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
690,690,Software Development Engineer in Test (SDET) - Graph Database Engineer and Network Analysis,The Job Network,"Torrance, CA, US",,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
691,691,Data Analyst Level II,Robert Half,"Manhattan Beach, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
692,692,Lead Data Scientist,IEHP,"Rancho Cucamonga, CA, US",Associate,Posted 1 month ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
693,693,Healthcare Data Analyst I - Pharmacy,Jobs Interviewing Now from MJH,"Long Beach, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
694,694,Biomedical Laboratory Officer,Harnham,"Los Angeles, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
695,695,Senior Web Data Analyst - SQL,Department Of Navy,"Seal Beach, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
696,696,Computer Scientist,Cenergy International Services,"Fullerton, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
697,697,Data Analyst,Cenergy,"Pomona, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
698,698,SAS Data Analyst,Staffigo,"Los Angeles, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
699,699,Data Analyst,Amgen,"Thousand Oaks, CA, US",Entry level,Posted 5 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
700,700,Principal Scientist - Assay Development,MyJobHelper.com,"Moreno Valley, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
701,701,Biomedical Laboratory Officer,Jobspring Partners,"Santa Monica, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
702,702,Lead Big Data Engineer / Scala / Java / Spark / Hadoop,City National Bank,"Los Angeles, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
703,703,Auditor I,CyberCoders,"Irvine, CA, US",,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
704,704,Clinical Laboratory Scientist,The Job Network,"Monterey Park, CA, US",,Posted 2 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
705,705,Data Analyst -  Win 10 Migration,IEHP,"Rancho Cucamonga, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
706,706,Developer II - Data Science,Jobs Interviewing Now from MJH,"Lancaster, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
707,707,Biomedical Laboratory Officer,Harnham,"Los Angeles, California, United States",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
708,708,"Associate Director, Media Analytics",Department Of Navy,"Point Mugu, CA, US",,Posted 3 months ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
709,709,Computer Scientist,Robert Half,"Playa Vista, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
710,710,Lead Data Scientist *Direct Hire Only*,Cenergy International Services,"Fullerton, CA, US",Associate,Posted 3 days ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
711,711,Data Analyst,Cenergy,"Pomona, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
712,712,SAS Data Analyst,Staffigo,"Santa Monica, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
713,713,Junior Data Analyst,Amgen,"Thousand Oaks, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
714,714,Scientist - Induced Proximity Platform,CyberCoders,"Irvine, CA, US",,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
715,715,Clinical Laboratory Scientist,Jobspring Partners,"Los Angeles, CA, US",,Posted 3 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
716,716,Senior Software Engineer Java/Big Data/AWS,The Job Network,"Irvine, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
717,717,Data Scientist,Jobs Interviewing Now from MJH,"Glendale, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
718,718,Biomedical Laboratory Officer,IEHP,"Rancho Cucamonga, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
719,719,Developer III - Data Science,Department Of Navy,"Seal Beach, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
720,720,Operations Research,Harnham,"Irvine, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
721,721,"Senior Data Scientist, Marketing",Cenergy International Services,"Irwindale, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
722,722,Data Analyst,Staffigo,"Santa Ana, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
723,723,Data Analyst,Cenergy,"Rialto, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
724,724,Data Analyst,Jobspring Partners,"Beverly Hills, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
725,725,Software Developer / Java / Spark / Scala,The Job Network,"Irvine, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
726,726,Data Scientist,Jobs Interviewing Now from MJH,"Santa Clarita, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
727,727,Biomedical Laboratory Officer,Amgen,"Thousand Oaks, CA, US",Entry level,Posted 8 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
728,728,Sr Mgr Software Development Engineering-Test,Department Of Navy,"Los Angeles, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
729,729,Operations Research,Harnham,"Los Angeles, CA, US",Associate,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
730,730,Senior Data Science Engineer,Cenergy International Services,"Rosemead, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
731,731,Data Analyst,Staffigo,"Irvine, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
